Q,A,label
새폰 케이스로 새옷 입혀 줄까,예쁜걸로 하나 사주십시오.,0
새학기 준비 좀 해볼까,새로운 시작 응원합니다!,0
새학기 준비해야지,새로운 시작 응원합니다!,0
새학기 필기구 좀 사야지,새학기 준비 잘 하십시오.,0
새학기 학용품 사야지,새학기 준비 잘 하십시오.,0
새해 복 많이 받아!,새해 복 많이 받으십시오!,0
새해다!,새해 복 많이 받으십시오!,0
샌드위치 먹고 싶어,애그 샌드위치 추천합니다.,0
샌드위치 생각 나,애그 샌드위치 추천합니다.,0
샐러드 먹어야지,건강한 식단입니다.,0
생각 안나,잘 생각해보십시오.,0
생각 없이 말했어,상처가 될 수 있습니다.,0
생각만 해도 땀나네,미리 긴장하지 마십시오.,0
생각만 해도 마음이 무거워,긍정적인 생각을 해보십시오.,0
생각만해도 좋아,좋아하시니까 좋습니다.,0
생각보다 오늘 너무 춥네,감기 조심하십시오.,0
생각없이 말했어,생각하고 말하십시오.,0
생각없이 상처줬어,생각하고 말하십시오.,0
생각이 불순,좋은 생각 많이 하십시오.,0
생각이 불순해져,좋은 생각 많이 하십시오.,0
생각이 전혀 안나,잘 생각해보십시오.,0
생각한 데로 안돼서 고민이다.,인생은 항상 마음 먹은 대로 되지 않아요.,0
생각할 수 있어?,당신이 행복하길 바라는 생각을 하고 있습니다.,0
생각할 시간 조차 없어,정신없이 바쁜가봅니다.,0
생각할 시간도 없는 느낌,정신없이 바쁜가봅니다.,0
생각할수록 머리 아파,두통약 드십시오.,0
생각해주는 척만 한거였어,뒤통수 맞았나봅니다.,0
생각해주는 척하더니 더한 사람이었어,뒤통수 맞았나봅니다.,0
생강차 끓여 먹어야겠다,따뜻하게 드십시오.,0
생강차 먹어야겠다,따뜻하게 드십시오.,0
생리통 너무 심해,약을 먹거나 병원에 가보십시오.,0
생리통 때문에 배 아파,힘들겠습니다.,0
생리통 심해,힘들겠습니다.,0
생판 모르는 사람이 아는척해,세상에는 예상하지 못한 일들이 자주 일어나는 것 같습니다.,0
생활비 다 썼네,허리띠를 졸라 매십시오.,0
샤워가운 완전 유용해,춥지도 않고 포근하죠.,0
샤워가운 있으니까 좋다,춥지도 않고 포근하죠.,0
샤워하는데 밖에서 소리나서 쫄았어,당황하셨겠습니다.,0
샤워하는데 창문 밖에서 소리나서 개쫄음,당황하셨겠습니다.,0
서류도 안돼,붙는 곳이 있을 겁니다.,0
서류에서 떨어졌어.,붙는 곳이 있을 겁니다.,0
서류에서 떨어지다니,합격하는 곳이 있을 겁니다.,0
서비스센터 가야겠네,미루지말고 바로 가보십시오.,0
서비스센터 가야하게 생겼네,미루지말고 바로 가보십시오.,0
서울 근교 데이트 추천해줘,드라이브 추천해들요.,0
서울 근교에서 갈만한 곳 추천,드라이브 추천해들요.,0
서점 왔어,마음에 드는 책을 잘 찾아보십시오.,0
서점에 들렀어,마음의 양식을 채우길 바랄십시오.,0
서핑 출발,좋은 취미습니다.,0
서핑하러 가고 싶다,주말에 gogo.,0
서핑하러 가야지,좋은 취미습니다.,0
선 들어왔어,많이 만나보십시오.,0
선 많이 볼거 같아,많이 만나보십시오.,0
선 볼까?,많이 만나보십시오.,0
선물 주십시오,저도 받고 싶어요.,0
선물로 인형 받았어,고맙다고 말해 주십시오.,0
선물받고 싶어,저도 받고 싶어요.,0
선배가 선배같지 않아,그래도 배울 점이 하나라도 있을 겁니다.,0
선배가 이상해,그래도 배울 점이 하나라도 있을 겁니다.,0
선생님 좋아해,선생님도 좋아할 겁니다.,0
선생님이 나만 뭐라고 해,정보를 얻기 전에 가설을 세우는 건 치명적인 실수입니다.,0
선생님이 나만 미워해,정보를 얻기 전에 가설을 세우는 건 치명적인 실수입니다.,0
선생님이 나한테 왜 그럴까?,정보를 얻기 전에 가설을 세우는 건 치명적인 실수입니다.,0
선생님이 좋아,정보를 얻기 전에 가설을 세우는 건 치명적인 실수입니다.,0
선생님이 차별하는 것 같아,정보를 얻기 전에 가설을 세우는 건 치명적인 실수입니다.,0
선생님이 친구랑 차별해,정보를 얻기 전에 가설을 세우는 건 치명적인 실수입니다.,0
선생님한테 선물 줘야 된대,안 줘도 괜찮아요.,0
선생님한테 선물한대,안 줘도 괜찮아요.,0
선이 많이 들어오네,많이 만나보십시오.,0
선자리 들어왔어,많이 만나보십시오.,0
선택 장애 같아,선택할 때 힘든 건 당연합니다.,0
선택 장애 있는 거 같아,선택할 때 힘든 건 당연합니다.,0
선택이 어려워.,고민은 누구나 합니다.,0
선풍기 틀어도 더워,시원한 아이스크림 어떠십시오?,0
선풍기 틀어도 더워,카페라도 가서 쉬다 오면 어떨까요,0
선풍기가 있어도 소용 없어,시원한 아이스크림 어떠십시오?,0
선풍기만으로 안 되는 더위,카페라도 가서 쉬다 오면 어떨까요,0
설날인데 볼 게 없어,보고 싶었던 영화 보십시오.,0
설날인데 재밌는거 안해,보고 싶었던 영화 보십시오.,0
설명 좀 해봐,정확하게 말씀해 주십시오.,0
섬유유연제 향 좋다,향이 많은 걸 말해주죠.,0
섬유유연제 향 좋은거 사야겠지,향이 많은 걸 말해주죠.,0
성격이 안 맞나봐,슬프습니다.,0
성격이 완전 반대야,슬프습니다.,0
성격이 점점 날카로워져,나에게 화난 걸 남에게 풀려고 하지 마십시오.,0
성공하고 싶다,지금보다 더 잘 살 겁니다.,0
성공하면 계속 좋을 줄 알았는데,성공에서 가장 어려운 것이 성공한 상태를 유지하는 겁니다.,0
성공하면 끝일줄 알았는데,성공에서 가장 어려운 것이 성공한 상태를 유지하는 겁니다.,0
성공할 수 있을까,지금보다 더 잘 살 겁니다.,0
성공할 수 있을까?,인내할 수 있는 사람이라면 무엇이든 손에 넣을 수 있을 겁니다.,0
성덕 되고 싶다,당신이 잘돼야 성덕이 될수있겠죠.,0
성덕 되면 내 마음도 편해 지겠지,당신이 잘돼야 성덕이 될수있겠죠.,0
성적 좀 좋았으면,나만의 공부방법을 찾아보십시오.,0
성적표 보시면 화내실텐데,이번에는 어쩔 수 없습니다.,0
성형 견적 받아볼까,견적 받고 충격 받지 마십시오.,0
성형 무서워,안해도 예뻐요.,0
성형 상담 받아 볼까,견적 받고 충격 받지 마십시오.,0
성형 안해도 예쁜데,맞아요. 예뻐요.,0
성형 해도 될까,안해도 예뻐요.,0
성형할까,돈 많이 들텐데요.,0
세금 너무 많아,그런 감이 없지 않죠.,0
세금 너무 많이 내는 거 같애,그런 감이 없지 않죠.,0
세뱃돈 받았어 호호,아직 어린가봅니다.,0
세뱃돈 받음,아직 어린가봅니다.,0
세상엔 힘든 게 많다,그게 인생이죠.,0
세상은 불공평해,서로 다르게 태어난 이유는 저마다의 목소리를 내기 위해서예요. 자신의 목소리를 들어주십시오.,0
세상이 너무 무서워,너무 불안해하지 않아도 됩니다.,0
세상이 무서워,너무 불안해하지 않아도 됩니다.,0
세탁기 돌리는 중,부지런하시습니다.,0
세탁소 가기 귀찮네,스타일러 사십시오.,0
세탁소 가기도 귀찮네,스타일러 사십시오.,0
셀카 잘 찍고 싶다,연습해보십시오.,0
셀카 잘 찍는 방법,얼굴이 준비되어야 겠지요.,0
셀카 잘 찍어서 올리고 싶다.,얼굴이 준비되어야 겠지요.,0
셀카 좀 잘 찍고 싶다,연습해보십시오.,0
셀카만 계속 찍어,잘 찍어주십시오.,0
셀프 신행준비 팁 알려줘,신혼여행은 자유여행이죠!,0
셀프웨딩 어떨꺼 같아,혼자 준비하기는 조금 벅찰텐대요.,0
셀프웨딩 해볼까,혼자 준비하기는 조금 벅찰텐대요.,0
셀프웨딩 힘든만큼 보람될까?,쉽지 않을겁니다.,0
셀프웨딩 힘들겠지,쉽지 않을겁니다.,0
셀프웨딩이 유행이래,혼자 준비하기는 조금 벅찰텐대요.,0
셀프인테리어 해볼까,손길이 가서 더 애정이 생길 것 같습니다.,0
소개받았는데 카톡으로 연락 중,썸에서 연인으로 성공하길 바랍니다.,0
소개받은 사람이랑 카톡으로 연락 중,썸에서 연인으로 성공하길 바랍니다.,0
소개팅 시켜줘,아는 사람이 범죄자들 뿐이라.,0
소개팅 하고싶다,친구한테 부탁해보십시오.,0
소개팅 해주고 욕먹음,친구로서와 이성으로서 보는 눈이 달랐나봅니다.,0
소개팅남 연락이 없어,하루 그 이상이면 끝인겁니다.,0
소개팅도 안 들어와,친구한테 부탁해보십시오.,0
소개팅으로 잘되기도 하나?,소개팅으로 잘 된 사람 많아요.,0
소개팅으로 잘된 사람도 있나?,소개팅으로 잘 된 사람 많아요.,0
소개팅이 왜 안 들어올까,친구한테 부탁해보십시오.,0
소개팅하고 연락이 안 와,하루 그 이상이면 끝인겁니다.,0
소개팅한다!,성공을 기원합니다.,0
소개해 준다는 사람도 없어,친구한테 부탁해보십시오.,0
소나기 내려,비 맞으면 안됩니다!,0
소리지르고 싶어,시원하게 지르고 오십시오.,0
소문 날까봐 무서워,긍정적이고 부정적인 파급력이 모두 세죠.,0
소문이 안 좋아,소문은 소문일 뿐입니다.,0
소액결제 엄청 나왔어,그건 소액이 아니에요.,0
소오름 쫙,좋은 일이길 바랍니다.,0
소원 뭐 말하지,신중하게 고르십시오.,0
소원하는 대로 이루어졌으면.,사는 재미가 없을겁니다.,0
소통이 안돼,포기하지마십시오.,0
소화가 안돼,소화제 챙겨드십시오.,0
소화시켜야 하는데 움직이기가 싫어,소화제 챙겨드십시오.,0
소화제 먹어야 겠다,급하게 먹거나 과식하지 말고 좋은 식습관을 가져보십시오.,0
소화제 먹어야겠다,급하게 먹거나 과식하지 말고 좋은 식습관을 가져보십시오.,0
속상해,기분전환을 해보십시오.,0
속았나,다음부터 속지 마십시오.,0
속이 계속 안 좋아,신경 쓸 일이 있나봅니다.,0
속이 안 좋아,소화가 안 되나 봅니다.,0
속이 안 좋아,신경 쓸 일이 있나봅니다.,0
속이 영 안 좋아,소화가 안 되나 봅니다.,0
속이는 거 더 못하겠어,남을 속이는건 나쁜겁니다.,0
속이는 거 더 이상 못하겠어,남을 속이는건 나쁜겁니다.,0
손 베였어,소독하고 약 바르십시오.,0
손 시려,"장갑 하나 사셔야겠습니다,",0
손 얼것 같음,장갑을 끼십시오.,0
손 얼겠다,장갑을 끼십시오.,0
손 잡았어,좋았겠습니다.,0
손가락이 가늘고 긴 사람,로망입니다.,0
손가락이 예쁜 사람,로망입니다.,0
손님 싫어,밖에서 만나보십시오.,0
손님 오는 거 싫어,밖에서 만나보십시오.,0
손목 아파,스트레칭해주십시오.,0
손목 아프다구,스트레칭해주십시오.,0
손발이 차가워,지압이나 운동해보십시오.,0
손수건 가지고 다닐걸,이제 그러면 됩니다.,0
손수건 안 가지고 나왔어.,이제 그러면 됩니다.,0
손이랑 발이 차가워,"장갑 하나 사셔야겠습니다,",0
손톱 정리 좀 할까,기분전환을 해보십시오.,0
손톱이 길어,신경쓰이나봅니다.,0
손톱이 너무 길어,신경쓰이나봅니다.,0
손톱이나 깎아야지,생각났을 때 바로 하십시오.,0
손톱이나 짧게 깎아야지,생각났을 때 바로 하십시오.,0
쇼핑 좀 해볼까,필요한 게 있으신가봅니다.,0
쇼핑 중독인가봐,마음이 헛헛한가봅니다.,0
쇼핑이나 할까,쇼핑 좋아요!,0
쇼핑하고 싶다,필요한 게 있으신가봅니다.,0
쇼핑했더니 힘드네,칼로리 소모가 꽤 됩니다.,0
숏컷 해볼까?,변화를 주는 것도 좋겠죠.,0
숏컷트 어울릴까?,변화를 주는 것도 좋겠죠.,0
수강신청 망했어,정정기간을 노려 보십시오.,0
수강신청 폭망,정정기간을 노려 보십시오.,0
수건 썩었어,식초 넣고 빨래해보십시오.,0
수건에서 냄새나,식초 넣고 빨래해보십시오.,0
수능 떨린다,잘 볼 수 있을 겁니다.,0
수능 어떻게해,잘 볼 수 있을 겁니다.,0
수능 잘 보는 방법,컨디션 조절 하십시오.,0
수능시험에서 좋은 점수 받는 방법,사람이 만든 시험이라면 사람이 풀 수 있습니다.,0
수도가 얼었나 물이 안나와,잘 녹여보십시오.,0
수도가 얼었나봐,잘 녹여보십시오.,0
수면양말 겁나 따뜻,잠이 솔솔와서 수면양말인가봅니다.,0
수면양말 포근포근 따뜻하다,잠이 솔솔와서 수면양말인가봅니다.,0
수박 맛있어.,맛있을 거 같습니다.,0
수박 먹어야지,맛있을 거 같습니다.,0
수분크림 듬뿍 바르고 자야겠다.,예뻐질 겁니다.,0
수분크림 바르고 자면 나아질거야,예뻐질 겁니다.,0
수상한 느낌이 든다,해결될 거니 기다려보십시오.,0
수업시간 내내 잤어,한창 잠이 많을 때죠.,0
수업시간 내내 잤어,피곤한가봅니다.,0
수염 기르고 싶다,지저분합니다.,0
수염 기를까,길러도 어울리면 길러보십시오.,0
수염 길러볼까,지저분합니다.,0
수염 미는 게 낫겠지,깔끔하게 정리해보십시오.,0
수염 자르는 게 낫겠지,깔끔하게 정리해보십시오.,0
수염 자르지 말까,길러도 어울리면 길러보십시오.,0
수영 막 잘하고 싶다.,강습 받아보십시오.,0
수영 배울까?,기본으로 배워 놓는 게 좋죠.,0
수영 잘하고 싶어,강습 받아보십시오.,0
수영장 같이 가려고 해,즐거운 시간 보내고 오십시오!,0
수영하러 다닐까?,기본으로 배워 놓는 게 좋죠.,0
수제 빼빼로 어때?,먹어보고 싶어요.,0
수족냉증이야,지압이나 운동해보십시오.,0
수줍게 웃는게 귀여웠어,반했나봅니다.,0
수줍게 웃어주던 너,반했나봅니다.,0
수학여행가는데 옷 뭐입을까,뭘 입어도 멋져요.,0
수학여행가는데 입을 게 없어,뭘 입어도 멋져요.,0
수학여행때 뭐 입지?,뭘 입어도 예뻐요.,0
숙제 까먹었다.,미리미리 해야죠.,0
숙제 산더미,지금도 늦지 않았어요.,0
숙제 안 한 듯,미리미리 해야죠.,0
숙제가 쌓여가,지금도 늦지 않았어요.,0
숙취 때문에 지끈거려,약을 드셔보십시오.,0
숙취 장난 아니야,약을 드셔보십시오.,0
순간의 화를 못 참겠어,성격이 아니라 습관입니다.,0
술 고프다,혼자 힘들어하지 마십시오.,0
술 끊을거야,술은 적당히 즐기십시오.,0
술 땡겨,혼자 힘들어하지 마십시오.,0
술 마셔도 안 취해,세다고 너무 많이 드시면 안됩니다.,0
